EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679489882,mflynnnj1,1,1,263.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3679299685,macyfan,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679466605,jomarjr3,1,1,252.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Brook Lopez,Mike Conley
3679266516,nickenyon6,1,1,251.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3679180500,ScotchDragon,1,1,251.0,Joel Embiid,Trae Young,Jrue Holiday,Evan Mobley,Jalen Green,Clint Capela
3679741518,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679302366,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679546432,griffalicious24,1,1,237.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679462338,TRU337,1,1,235.0,James Harden,Domantas Sabonis,De'Aaron Fox,Tyler Herro,Jarrett Allen,Jabari Smith Jr.
3679473565,MaddenChamp1,1,1,234.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679861055,Joec870,1,1,231.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jalen Green,Jeremy Sochan
3679616082,allergymeds,1,1,229.5,Joel Embiid,Donovan Mitchell,Bam Adebayo,Kevin Porter Jr.,Bobby Portis,Clint Capela
3679792534,ajbrennan96,1,1,229.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Mike Conley
3679710663,HeelaciousT,1,1,227.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,KJ Martin
3679610514,kurosner,1,1,222.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Clint Capela
3679573583,str8cashhomey33,1,1,218.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jeremy Sochan
3679475430,BrooklynsFinest55555,1,1,217.75,Giannis Antetokounmpo,Anthony Edwards,Bam Adebayo,Dejounte Murray,Jalen Green,Jaden Ivey
3679522664,meastwick55,1,1,217.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Tyler Herro,Jalen Green,Jaden Ivey
3679488924,AverageJoe510,1,1,216.25,Joel Embiid,Trae Young,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Clint Capela
3679375698,TakeoverTarget,1,1,213.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jabari Smith Jr.
3678878045,jane8824,1,1,206.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jaden Ivey
3679641171,pser10,1,1,206.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jaden Ivey
3679396511,boosch,1,1,190.75,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Kevin Porter Jr.,Bobby Portis,Jaden Ivey
