EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680459303,renedlc,1,1,253.5,De'Aaron Fox,Domantas Sabonis,Mike Conley,Kyle Anderson,Trey Lyles,Nickeil Alexander-Walker
3680560081,kevinthieleman,1,1,235.0,Domantas Sabonis,Rudy Gobert,Mike Conley,Kyle Anderson,Jaden McDaniels,Taurean Prince
3680590642,Biggerbread,1,1,225.0,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Trey Lyles,Nickeil Alexander-Walker,Taurean Prince
3679611473,meager66,1,1,222.25,De'Aaron Fox,Domantas Sabonis,Kevin Huerter,Harrison Barnes,Naz Reid,Trey Lyles
3680550285,mvandygriff,1,1,219.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Trey Lyles
3680589935,ybot75,1,1,216.75,De'Aaron Fox,Anthony Edwards,Malik Monk,Kevin Huerter,Harrison Barnes,Nickeil Alexander-Walker
3680003493,supercatdondada,1,1,213.0,Harrison Barnes,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Naz Reid,Trey Lyles
3680270611,jokcowboys,1,1,211.25,Harrison Barnes,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Jaden McDaniels,Keegan Murray
3680560432,RedCrow311,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680600443,DaleRiata,1,1,209.75,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Keegan Murray,Naz Reid,Trey Lyles
3679721179,h8rdan99,1,1,208.75,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Harrison Barnes,Trey Lyles,Luka Garza
3680546399,KiiDTr3y,1,1,208.25,Rudy Gobert,Anthony Edwards,Kyle Anderson,Harrison Barnes,Jaden McDaniels,Keegan Murray
3680555122,scottsabo,1,1,206.5,Harrison Barnes,Domantas Sabonis,Anthony Edwards,Mike Conley,Jaden McDaniels,Keegan Murray
3680529692,kblack2,1,1,204.0,Anthony Edwards,De'Aaron Fox,Kyle Anderson,Keegan Murray,Naz Reid,Trey Lyles
3679372707,bigdak420,1,1,201.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Jaden McDaniels,Taurean Prince,Jordan McLaughlin
3680236598,HeismanDad,1,1,200.25,Naz Reid,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Taurean Prince
3680542920,BoHyman88,1,1,198.75,Harrison Barnes,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Naz Reid,Jordan McLaughlin
3680516948,ATKM2007,1,1,193.75,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Naz Reid,Taurean Prince,Jordan McLaughlin
3680436645,CAlamo210,1,1,191.0,De'Aaron Fox,Domantas Sabonis,Harrison Barnes,Jaden McDaniels,Keegan Murray,Naz Reid
3680553441,mistie11,1,1,191.0,De'Aaron Fox,Domantas Sabonis,Harrison Barnes,Jaden McDaniels,Keegan Murray,Naz Reid
3680434814,chrisfuki,1,1,190.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680583211,limccloud,1,1,189.0,De'Aaron Fox,Domantas Sabonis,Mike Conley,Jaden McDaniels,Keegan Murray,Jordan McLaughlin
3680547737,caper1940,1,1,187.75,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Naz Reid,Taurean Prince,Chimezie Metu
3680377764,rustyroo1964,1,1,186.25,De'Aaron Fox,Domantas Sabonis,Mike Conley,Harrison Barnes,Keegan Murray,Taurean Prince
3680574418,thesnod,1,1,181.0,Rudy Gobert,Domantas Sabonis,Anthony Edwards,Keegan Murray,Naz Reid,Taurean Prince
3680434601,xxbwhitexx,1,1,180.75,Taurean Prince,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Keegan Murray
3680407573,bigpoo44,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680532935,Eastsider75,1,1,177.38,Malik Monk,Domantas Sabonis,De'Aaron Fox,Kevin Huerter,Keegan Murray,Naz Reid
3680584040,LebaneseBrownMamba,1,1,177.13,Keegan Murray,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Jordan McLaughlin
3680478240,fluffhead009,1,1,176.25,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680548407,Jw4778,1,1,176.25,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Keegan Murray,Naz Reid,Jordan McLaughlin
3680164177,andyd1037,1,1,175.0,Naz Reid,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Keegan Murray,Taurean Prince
3680432961,tlum12,1,1,174.0,De'Aaron Fox,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Keegan Murray,Jaylen Nowell
3680559156,milton.moore,1,1,170.88,Keegan Murray,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Naz Reid
3679790974,carterboy5star,1,1,170.0,De'Aaron Fox,Anthony Edwards,Rudy Gobert,Keegan Murray,Naz Reid,Taurean Prince
