EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679723063,juice182,1,1,293.0,James Harden,Darius Garland,Domantas Sabonis,Evan Mobley,Jimmy Butler,Zach Collins,Jeremy Sochan
3679722787,Duke2626,1,1,262.25,Anthony Edwards,Trae Young,Bam Adebayo,Joel Embiid,Rudy Gobert,Tyler Herro,Jalen Green
3679671785,smbe0802,1,1,248.25,Jrue Holiday,De'Aaron Fox,Giannis Antetokounmpo,Alperen Sengun,Donovan Mitchell,Jarrett Allen,Dejounte Murray
