EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679590945,Pwrs280,1,1,140.0,Kristaps Porzingis,Bradley Beal,Gary Trent Jr.,OG Anunoby
3679584315,jrp13jrp13,1,1,133.5,Fred VanVleet,Delon Wright,Kyle Kuzma,Daniel Gafford
3679589229,bonesjr66,1,1,82.0,Pascal Siakam,Scottie Barnes,Jakob Poeltl,Deni Avdija
