EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679504780,PVLyons,1,1,124.75,Kyle Anderson,Kevin Huerter,De'Aaron Fox,Rudy Gobert
3679551637,mikedfeist,1,1,86.75,Anthony Edwards,Harrison Barnes,Malik Monk,Keegan Murray
