EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679540879,mikedfeist,1,1,271.5,Jrue Holiday,De'Aaron Fox,Giannis Antetokounmpo,Evan Mobley,Alperen Sengun,Trae Young,Jarrett Allen
3679550800,griffithdnlp,1,1,264.25,James Harden,Tyler Herro,Bam Adebayo,Domantas Sabonis,Jeremy Sochan,Dejounte Murray,Jalen Green
3679534463,FRITSCHANATOR,1,1,258.0,Anthony Edwards,Darius Garland,Joel Embiid,Jimmy Butler,Clint Capela,Donovan Mitchell,Kevin Porter Jr.
