EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3680258588,Spanky7777,1,1,132.5,Domantas Sabonis,Kyle Anderson,Mike Conley,Jaden McDaniels
3680319573,CoachCotton79,1,1,113.0,Kevin Huerter,De'Aaron Fox,Rudy Gobert,Malik Monk
3680283889,sfoster147,1,1,87.5,Anthony Edwards,Harrison Barnes,Naz Reid,Keegan Murray
