EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680354741,tamsuKi,1,1,277.13,James Harden,Giannis Antetokounmpo,Brook Lopez,Tyrese Maxey,Grayson Allen,De'Anthony Melton
3680390722,alexdoucette,1,1,276.5,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,Jalen McDaniels,Georges Niang
3680360058,bsmith02370,1,1,274.63,Giannis Antetokounmpo,Joel Embiid,James Harden,Grayson Allen,De'Anthony Melton,Georges Niang
3679480900,pizzaboysrevenge,1,1,268.38,Giannis Antetokounmpo,Joel Embiid,James Harden,Tyrese Maxey,Paul Reed,Jalen McDaniels
3679167827,sportsfanatic89,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679419510,gregr1224,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679423145,Rains,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679428184,chrissair,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679819797,Vvrath,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679875151,bkreider,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679970375,tdavis24,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3680317329,Vikur1,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3680362158,akim11,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3679741928,taz2488,1,1,255.88,Tyrese Maxey,Giannis Antetokounmpo,Joel Embiid,Jrue Holiday,Grayson Allen,P.J. Tucker
3680255061,AustinFaulconer,1,1,248.38,Giannis Antetokounmpo,Joel Embiid,James Harden,Tobias Harris,P.J. Tucker,Georges Niang
3679871908,higgybaby87,1,1,243.88,Tyrese Maxey,Giannis Antetokounmpo,James Harden,Jrue Holiday,Tobias Harris,P.J. Tucker
3679715074,devin53045,1,1,241.5,De'Anthony Melton,Giannis Antetokounmpo,Joel Embiid,James Harden,Tyrese Maxey,Joe Ingles
3680452323,stuple,1,1,239.88,James Harden,Giannis Antetokounmpo,Joel Embiid,Jae Crowder,De'Anthony Melton,P.J. Tucker
3679683264,shoev,1,1,236.88,Giannis Antetokounmpo,James Harden,Jrue Holiday,Tobias Harris,Joe Ingles,P.J. Tucker
3680068301,danotheman33,1,1,236.5,Joel Embiid,Giannis Antetokounmpo,James Harden,Tobias Harris,P.J. Tucker,Jalen McDaniels
3679803850,dervan414,1,1,235.13,Giannis Antetokounmpo,Joel Embiid,Brook Lopez,Tyrese Maxey,De'Anthony Melton,P.J. Tucker
3680145281,Harpua99,1,1,228.13,Khris Middleton,Giannis Antetokounmpo,Joel Embiid,James Harden,Joe Ingles,Jalen McDaniels
3679754957,bruquette1,1,1,180.88,Khris Middleton,Giannis Antetokounmpo,Jrue Holiday,Tyrese Maxey,Tobias Harris,De'Anthony Melton
