EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3680489237,gametime6245,1,1,137.25,Domantas Sabonis,Kyle Anderson,Kevin Huerter,Naz Reid
3680476670,mtorreso,1,1,110.0,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Keegan Murray
3680468425,RahulTU12,1,1,99.75,De'Aaron Fox,Mike Conley,Harrison Barnes,Malik Monk
