EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679668693,PhilRussell,1,1,240.75,Jrue Holiday,Jaden Ivey,Giannis Antetokounmpo,Bam Adebayo,Jeremy Sochan,Hamidou Diallo,Tobias Harris
3679637624,mpheid,1,1,239.5,Tyrese Maxey,Caris LeVert,Joel Embiid,Evan Mobley,Jimmy Butler,Clint Capela,Malaki Branham
3679661979,Cuzin_Dik,1,1,213.0,Dejounte Murray,Killian Hayes,Domantas Sabonis,Kyle Anderson,Zach Collins,Rudy Gobert,Harrison Barnes
3679670802,JordansDad51,1,1,192.0,Anthony Edwards,Donovan Mitchell,KJ Martin,Jarrett Allen,Mike Conley,Jalen Green,Malik Monk
3679620297,tclinebacker,1,1,169.75,De'Aaron Fox,Trae Young,Jabari Smith Jr.,Kevin Love,Tyler Herro,Kevin Porter Jr.,Bobby Portis
