EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3678842199,Simon8828,1,1,293.75,Joel Embiid,Domantas Sabonis,Bam Adebayo,Evan Mobley,Brook Lopez,Clint Capela
3679292838,montenalfredo,1,1,271.75,Giannis Antetokounmpo,Domantas Sabonis,Bam Adebayo,Evan Mobley,Zach Collins,Jabari Smith Jr.
3679299683,macyfan,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679284604,nickenyon6,1,1,251.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3679136405,Nvremailme,1,1,251.0,Joel Embiid,Domantas Sabonis,Rudy Gobert,Alperen Sengun,Jarrett Allen,Kyle Anderson
3679439586,greenroller66,1,1,248.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Bobby Portis,Clint Capela
3679392118,aramisj22,1,1,247.0,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679198067,ScotchDragon,1,1,240.5,Giannis Antetokounmpo,Anthony Edwards,Darius Garland,Kevin Porter Jr.,Brook Lopez,Jeremy Sochan
3679320510,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679315569,Bjheath83,1,1,237.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Kyle Anderson
3679451058,Bcleven68,1,1,230.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Mike Conley
3679402496,huaaoyu,1,1,230.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Clint Capela
3679229485,rohamilt,1,1,228.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Jeremy Sochan
3679464641,AMB33,1,1,228.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3679420154,UnderdogDante,1,1,224.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jeremy Sochan
3679002850,Anumber1,1,1,216.5,Giannis Antetokounmpo,Donovan Mitchell,Darius Garland,Kevin Porter Jr.,Jalen Green,Mike Conley
3679301999,SlyHolla,1,1,213.5,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3679112420,PeshtigoIndians,1,1,212.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3679264446,MartyKirkman,1,1,211.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Jabari Smith Jr.
3679478828,homershomers,1,1,210.5,Joel Embiid,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3679416953,alaskanicedogs,1,1,209.5,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Jabari Smith Jr.
3679370577,OrangeSU44,1,1,208.0,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Khris Middleton,Clint Capela
3678967075,Lofton556,1,1,206.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jaden Ivey
