EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3680604186,Greifdog,1,1,124.75,Kyle Anderson,Kevin Huerter,De'Aaron Fox,Harrison Barnes
3680592376,BoKnowsALL16,1,1,116.75,Domantas Sabonis,Mike Conley,Jaden McDaniels,Malik Monk
3680442504,macmoneymaker18,1,1,96.0,Anthony Edwards,Rudy Gobert,Naz Reid,Keegan Murray
