EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679638954,RYBELL007,1,1,306.5,James Harden,Darius Garland,Bam Adebayo,Domantas Sabonis,Evan Mobley,Zach Collins,Tyler Herro
3679631153,griffithdnlp,1,1,250.75,Jrue Holiday,De'Aaron Fox,Giannis Antetokounmpo,Alperen Sengun,Trae Young,Kevin Porter Jr.,Dejounte Murray
3679613635,ejpede11,1,1,239.75,Anthony Edwards,Donovan Mitchell,Joel Embiid,Jimmy Butler,Rudy Gobert,Jarrett Allen,Jalen Green
