EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680515140,wathead,1,1,237.0,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Kevin Huerter,Trey Lyles,Nickeil Alexander-Walker
3680271931,chayis1,1,1,231.25,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Nickeil Alexander-Walker,Taurean Prince
3680537598,bck4gators,1,1,231.25,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Jaden McDaniels,Taurean Prince
3680494232,ConX2,1,1,226.5,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Trey Lyles,Taurean Prince
3679946737,Bthrane23,1,1,225.25,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Harrison Barnes,Nickeil Alexander-Walker,Taurean Prince
3679818959,EyeJusKnow84,1,1,221.5,Jaden McDaniels,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Kyle Anderson,Taurean Prince
3679970543,tdavis24,1,1,215.63,Nickeil Alexander-Walker,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Keegan Murray
3679760081,bigbabyperm,1,1,213.0,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Malik Monk,Davion Mitchell,Trey Lyles
3680297498,Stuby14,1,1,212.75,De'Aaron Fox,Rudy Gobert,Kyle Anderson,Kevin Huerter,Harrison Barnes,Keegan Murray
3679172858,sportsfanatic89,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679406640,gregr1224,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679419207,Dayal10,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679420923,chrissair,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679423410,Rains,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679732759,jlandry1977,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679820005,Vvrath,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680085407,danotheman33,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680214799,bkreider,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680351333,Vikur1,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680400072,alexdoucette,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680452535,uwake,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680496335,mrnorrad,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680517375,nbalive99,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680523862,Moose5454,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680538577,kreyn,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680541069,shiposki75,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679542628,mmiller760,1,1,205.5,Domantas Sabonis,De'Aaron Fox,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680408381,dj828,1,1,200.25,Naz Reid,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Taurean Prince
3679379589,thirdandten,1,1,197.25,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Naz Reid,Taurean Prince
3679463647,pizzaboysrevenge,1,1,191.63,Keegan Murray,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Kyle Anderson,Taurean Prince
3680371576,akim11,1,1,191.63,Keegan Murray,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Kyle Anderson,Taurean Prince
3679870873,ericcarl630,1,1,190.5,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Keegan Murray,Trey Lyles,Taurean Prince
3680359526,57ski,1,1,187.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Naz Reid,Taurean Prince,Jordan McLaughlin
3680563417,stuple,1,1,187.5,De'Aaron Fox,Domantas Sabonis,Mike Conley,Harrison Barnes,Naz Reid,Luka Garza
3680534606,superkyle45,1,1,186.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Malik Monk,Harrison Barnes,Austin Rivers
3680202792,tevans4,1,1,181.63,Keegan Murray,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Jordan McLaughlin
3679693204,Squanto401k,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3679504397,bmurphy619,1,1,178.25,De'Aaron Fox,Rudy Gobert,Mike Conley,Harrison Barnes,Keegan Murray,Naz Reid
3680500800,dblk88,1,1,176.25,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Keegan Murray,Taurean Prince,Jordan McLaughlin
