EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679997741,falstaff64,1,1,282.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Kyle Anderson
3679996009,Calvin3470,1,1,273.75,Giannis Antetokounmpo,Domantas Sabonis,Rudy Gobert,Evan Mobley,Brook Lopez,Clint Capela
3680349270,cain5150,1,1,261.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3680403829,wanders64,1,1,259.25,James Harden,Anthony Edwards,Bam Adebayo,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679471399,Yardbird23,1,1,252.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Zach Collins,Clint Capela
3679385384,12s1st,1,1,252.25,James Harden,Donovan Mitchell,Bam Adebayo,Kevin Porter Jr.,Bobby Portis,Kyle Anderson
3680186732,mikekerrigan,1,1,251.0,Joel Embiid,Anthony Edwards,Jrue Holiday,Alperen Sengun,Khris Middleton,Kyle Anderson
3679999360,zolika13,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jalen Green,Jeremy Sochan
3680478979,jer4940,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679476416,kaysizzle,1,1,249.0,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3680209330,JasonCreasy,1,1,246.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Clint Capela
3680362680,reecereece,1,1,245.25,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jalen Green,Clint Capela
3680351751,savio1121,1,1,244.75,Joel Embiid,Anthony Edwards,De'Aaron Fox,Evan Mobley,Brook Lopez,Jaden Ivey
3680446747,dmac007,1,1,243.5,Giannis Antetokounmpo,Anthony Edwards,Darius Garland,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680484417,Dr_Two_Inch,1,1,243.5,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Evan Mobley,Jarrett Allen,Clint Capela
3679667356,nickfromcwe,1,1,241.25,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679850998,TrueNorth79,1,1,239.5,Joel Embiid,Donovan Mitchell,Darius Garland,Tyler Herro,Jarrett Allen,Kyle Anderson
3679462202,Bussa79,1,1,231.75,Joel Embiid,Domantas Sabonis,Jimmy Butler,Dejounte Murray,Jalen Green,Clint Capela
3679653799,skins913,1,1,231.5,Giannis Antetokounmpo,Trae Young,Darius Garland,Tyler Herro,Jarrett Allen,Clint Capela
3680469621,kidkyle09,1,1,231.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jalen Green,Jeremy Sochan
3680084538,skywalker34k,1,1,230.5,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Bobby Portis,KJ Martin
3680469881,tfp33184,1,1,230.5,Giannis Antetokounmpo,Donovan Mitchell,Bam Adebayo,Alperen Sengun,Jarrett Allen,Jabari Smith Jr.
3680458383,3lbfrill,1,1,229.75,Giannis Antetokounmpo,Anthony Edwards,Darius Garland,Tyler Herro,Jalen Green,Mike Conley
3679460278,Tease87,1,1,229.0,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Alperen Sengun,Jarrett Allen,KJ Martin
3680340400,BEARDBUSTER8,1,1,229.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Mike Conley
3680460798,iamtheky,1,1,223.75,Joel Embiid,Donovan Mitchell,Darius Garland,Dejounte Murray,Zach Collins,Jeremy Sochan
3680403272,papa-sports-39,1,1,216.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jeremy Sochan
3679685799,TonyNova25,1,1,215.5,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Clint Capela
3680428180,millertime241928,1,1,214.5,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Tyler Herro,Jalen Green,Jeremy Sochan
3680344805,kingarthur04,1,1,208.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jaden Ivey
3680204086,quenpaul507,1,1,204.25,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jaden Ivey
3679472879,jenski9,1,1,203.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Alperen Sengun,Jalen Green,Jaden Ivey
3678856825,Patrick_Star,1,1,201.5,Joel Embiid,Trae Young,De'Aaron Fox,Alperen Sengun,Jalen Green,Jaden Ivey
