EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680576937,Gernardi,1,1,240.38,Kyle Anderson,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Trey Lyles,Taurean Prince
3679762673,ShaidyAdvice,1,1,236.13,Kyle Anderson,Domantas Sabonis,Anthony Edwards,Mike Conley,Harrison Barnes,Taurean Prince
3680619102,sgraber1,1,1,235.0,Domantas Sabonis,Rudy Gobert,Mike Conley,Kyle Anderson,Jaden McDaniels,Taurean Prince
3680605858,mvandygriff,1,1,219.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Trey Lyles
3680583746,ahwainscott,1,1,218.0,Taurean Prince,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Kevin Huerter,Jaden McDaniels
3680576737,boilermakerbeef,1,1,215.38,Kyle Anderson,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Naz Reid,Taurean Prince
3680597009,theshermanator95,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680596234,ThatStunna,1,1,206.0,Taurean Prince,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Jaden McDaniels
3680589653,PrimeTimeDD13,1,1,203.25,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Jaden McDaniels,Taurean Prince
3679758780,theWhistlesGoWooo,1,1,190.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680449440,unknown1,1,1,188.5,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Keegan Murray,Naz Reid,Trey Lyles
3680545044,DeceptiveKoala,1,1,183.0,De'Aaron Fox,Anthony Edwards,Harrison Barnes,Jaden McDaniels,Keegan Murray,Naz Reid
3680588965,Doc_Holliday1851,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680581158,Calculated1111,1,1,176.25,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680593860,bgreseth,1,1,176.25,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680604708,dhallarin,1,1,170.75,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Keegan Murray,Naz Reid,Chimezie Metu
