EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679533128,FranklinBroome,1,1,131.25,Fred VanVleet,Delon Wright,Jakob Poeltl,Monte Morris
3679497293,edrew555,1,1,85.0,Bradley Beal,Kyle Kuzma,Chris Boucher,Deni Avdija
3679506080,rmartinezjr21,1,1,69.25,Pascal Siakam,Daniel Gafford,OG Anunoby,Jordan Goodwin
