EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3680500380,mrnorrad,1,1,282.5,Alperen Sengun,Jimmy Butler,Jalen Green,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,Bam Adebayo
3680522088,Rallycap,1,1,282.5,Bam Adebayo,Tari Eason,Devonte' Graham,Jeremy Sochan,Tre Jones,Jimmy Butler,Jalen Green,Alperen Sengun
3679852808,nicoh22,1,1,280.25,Bam Adebayo,Jabari Smith Jr.,Trae Young,Tari Eason,Tyler Herro,Keita Bates-Diop,Devonte' Graham,Jeremy Sochan
3680501081,johnphil82,1,1,277.75,Bam Adebayo,Tari Eason,Tyler Herro,Jeremy Sochan,Jalen Green,Jimmy Butler,Devonte' Graham,Jabari Smith Jr.
3679267270,macyfan,1,1,273.5,Zach Collins,Jeremy Sochan,Jalen Green,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Bam Adebayo
3679491867,kaysizzle,1,1,273.5,Zach Collins,Jabari Smith Jr.,Trae Young,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Bam Adebayo
3680327362,tamsuKi,1,1,273.5,Bam Adebayo,Jabari Smith Jr.,Jalen Green,Jeremy Sochan,Trae Young,Tari Eason,Devonte' Graham,Zach Collins
3680488011,gizmothelegend,1,1,273.5,Zach Collins,Jeremy Sochan,Devonte' Graham,Jabari Smith Jr.,Trae Young,Tari Eason,Jalen Green,Bam Adebayo
3680498351,OnPoint41,1,1,273.5,Zach Collins,Jabari Smith Jr.,Trae Young,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Bam Adebayo
3679937870,austin60915,1,1,271.75,Bam Adebayo,Jeremy Sochan,Tre Jones,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Alperen Sengun
3679616029,stock2mail,1,1,269.75,Zach Collins,KJ Martin,Trae Young,Tari Eason,Tre Jones,De'Andre Hunter,Jalen Green,Bam Adebayo
3680476629,flaghunter21,1,1,261.0,Alperen Sengun,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Keita Bates-Diop,Jalen Green,Trae Young
3680494495,MrAndrew1337,1,1,253.25,Bam Adebayo,Jimmy Butler,Kevin Porter Jr.,KJ Martin,Jalen Green,Bogdan Bogdanovic,Devonte' Graham,Victor Oladipo
3680396300,wanders64,1,1,248.5,Bam Adebayo,Jimmy Butler,TyTy Washington Jr.,Jeremy Sochan,Tre Jones,Caleb Martin,Devonte' Graham,Trae Young
3679700812,nickfromcwe,1,1,245.75,Onyeka Okongwu,Jeremy Sochan,Trae Young,John Collins,Gabe Vincent,Jimmy Butler,Devonte' Graham,Bam Adebayo
3679920579,413mom,1,1,88.25,John Collins,Dominick Barlow,Kevin Porter Jr.,Kevin Love,Gabe Vincent,Keldon Johnson,Julian Champagnie,Blake Wesley
