EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680345320,tamsuKi,1,1,277.13,James Harden,Giannis Antetokounmpo,Brook Lopez,Tyrese Maxey,Grayson Allen,De'Anthony Melton
3680506540,lilorig,1,1,270.0,Jrue Holiday,James Harden,Bobby Portis,Brook Lopez,Tyrese Maxey,Grayson Allen
3680531645,kidkyle09,1,1,268.38,Giannis Antetokounmpo,Joel Embiid,James Harden,Tyrese Maxey,Paul Reed,Jalen McDaniels
3680540222,wmcammond,1,1,267.88,James Harden,Joel Embiid,Jrue Holiday,Brook Lopez,Pat Connaughton,P.J. Tucker
3680549405,Rallycap,1,1,262.75,Joel Embiid,Giannis Antetokounmpo,James Harden,Tyrese Maxey,P.J. Tucker,Jalen McDaniels
3680521105,flaghunter21,1,1,260.0,Joel Embiid,Giannis Antetokounmpo,James Harden,Khris Middleton,Paul Reed,Georges Niang
3680549480,Bullpn,1,1,237.88,Tyrese Maxey,Giannis Antetokounmpo,Joel Embiid,Jrue Holiday,De'Anthony Melton,Joe Ingles
3679685873,rseid12345,1,1,236.5,Joel Embiid,Giannis Antetokounmpo,James Harden,Tobias Harris,P.J. Tucker,Jalen McDaniels
3680540203,cbright6,1,1,233.38,James Harden,Giannis Antetokounmpo,Jrue Holiday,Pat Connaughton,Jae Crowder,De'Anthony Melton
3680535223,ZachWood,1,1,212.13,Giannis Antetokounmpo,Joel Embiid,Brook Lopez,Tobias Harris,Joe Ingles,P.J. Tucker
3680549708,pezdukie,1,1,192.5,De'Anthony Melton,Giannis Antetokounmpo,Joel Embiid,Jrue Holiday,Tobias Harris,Jae Crowder
