EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679387228,Dayal10,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679484960,timmyteebow,1,1,309.5,Joel Embiid,Evan Mobley,Tyrese Maxey,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Jeremy Sochan
3680102703,Elklvr,1,1,309.5,Joel Embiid,Evan Mobley,Tyrese Maxey,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Jeremy Sochan
3679536008,Swiss410,1,1,309.25,Joel Embiid,Jeremy Sochan,Tyrese Maxey,Tari Eason,Tre Jones,Hamidou Diallo,Devonte' Graham,James Harden
3680456345,nickenyon6,1,1,309.25,Joel Embiid,Jeremy Sochan,Tyrese Maxey,Tari Eason,Tre Jones,Hamidou Diallo,Devonte' Graham,James Harden
3679571854,jryan409,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680004017,SeaBassFish,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3680180692,caseymacleod22,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680299796,pdgonzo33,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680321318,fritzruby1,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679611762,sra7991,1,1,303.5,Zach Collins,Jimmy Butler,James Harden,Jeremy Sochan,Jalen Green,Hamidou Diallo,Devonte' Graham,Tari Eason
3680457526,SeanWilson72,1,1,303.5,Zach Collins,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Jimmy Butler,Hamidou Diallo,James Harden
3680293234,polacekk,1,1,300.75,Evan Mobley,Kyle Anderson,Tyrese Maxey,Jeremy Sochan,Donovan Mitchell,Keita Bates-Diop,Devonte' Graham,Zach Collins
3679542736,WPU2003,1,1,297.25,Zach Collins,Jeremy Sochan,Anthony Edwards,Marvin Bagley III,James Harden,Harrison Barnes,Devonte' Graham,John Collins
3679302707,glavilla,1,1,288.75,Joel Embiid,Keegan Murray,Tyrese Maxey,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,James Harden
3680199479,skol52,1,1,280.5,Zach Collins,Tari Eason,Jalen Green,Jeremy Sochan,Tyler Herro,Hamidou Diallo,Devonte' Graham,Joel Embiid
3680417455,pipolechap,1,1,280.5,Zach Collins,Tari Eason,Devonte' Graham,Jeremy Sochan,Tyler Herro,Hamidou Diallo,Jalen Green,Joel Embiid
3680335094,Halen7,1,1,280.25,Bam Adebayo,Keegan Murray,Mike Conley,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Tyrese Maxey,Joel Embiid
3679962392,fill79,1,1,272.25,Alperen Sengun,Jeremy Sochan,Jalen Green,Evan Mobley,Tre Jones,Tari Eason,Devonte' Graham,Anthony Edwards
3679540874,moneymike8037,1,1,272.0,Jarrett Allen,Hamidou Diallo,Devonte' Graham,Jeremy Sochan,De'Aaron Fox,Kyle Anderson,Donovan Mitchell,Jaden McDaniels
3680330301,Deppilf,1,1,263.75,Bam Adebayo,Jeremy Sochan,Jalen Green,Tobias Harris,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680030308,brychad91,1,1,250.5,Zach Collins,Keita Bates-Diop,Tyrese Maxey,Evan Mobley,Donovan Mitchell,Tobias Harris,Devonte' Graham,Jalen Green
3680089530,Goliath22,1,1,229.25,Giannis Antetokounmpo,John Collins,Bogdan Bogdanovic,Jeremy Sochan,Tyler Herro,Kevin Huerter,Joe Ingles,Rudy Gobert
