draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
104338,70,3,0,NBA,2024-04-07 19:30:00+00:00
104339,188,3,0,NBA,2024-04-07 19:30:00+00:00
104340,73,3,0,NBA,2024-04-07 19:30:00+00:00
104341,81,1,0,NBA,2024-04-07 19:30:00+00:00
104342,81,1,0,NBA,2024-04-07 21:00:00+00:00
104343,193,1,0,NBA,2024-04-07 21:00:00+00:00
104344,70,9,0,NBA,2024-04-07 22:00:00+00:00
104345,188,9,0,NBA,2024-04-07 22:00:00+00:00
104346,73,9,0,NBA,2024-04-07 22:00:00+00:00
104347,81,1,0,NBA,2024-04-07 22:00:00+00:00
104348,70,2,0,NBA,2024-04-07 23:00:00+00:00
104349,81,1,0,NBA,2024-04-07 23:00:00+00:00
104350,81,1,0,NBA,2024-04-07 23:30:00+00:00
104351,70,2,0,NBA,2024-04-08 00:30:00+00:00
104352,73,2,0,NBA,2024-04-08 00:30:00+00:00
104353,81,1,0,NBA,2024-04-08 02:00:00+00:00
104354,193,1,0,NBA,2024-04-08 02:00:00+00:00
104355,112,1,0,NBA,2024-04-08 03:00:00+00:00
104356,113,1,0,NBA,2024-04-08 03:20:00+00:00
