draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
117681,70,7,0,NBA,2024-11-26 00:00:00+00:00
117682,188,7,0,NBA,2024-11-26 00:00:00+00:00
117683,361,7,0,NBA,2024-11-26 00:00:00+00:00
117684,343,7,0,NBA,2024-11-26 00:00:00+00:00
117685,81,1,0,NBA,2024-11-26 00:00:00+00:00
117686,70,2,0,NBA,2024-11-26 00:30:00+00:00
117687,81,1,0,NBA,2024-11-26 00:30:00+00:00
117688,70,2,0,NBA,2024-11-26 01:00:00+00:00
117689,81,1,0,NBA,2024-11-26 02:00:00+00:00
117690,70,2,0,NBA,2024-11-26 03:00:00+00:00
117691,81,1,0,NBA,2024-11-26 03:00:00+00:00
117692,193,1,0,NBA,2024-11-26 03:00:00+00:00
117693,112,1,0,NBA,2024-11-26 04:00:00+00:00
