draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
97432,70,9,0,NBA,2023-12-14 00:00:00+00:00
97552,188,9,0,NBA,2023-12-14 00:00:00+00:00
97555,73,9,0,NBA,2023-12-14 00:00:00+00:00
97558,81,1,0,NBA,2023-12-14 00:00:00+00:00
97560,70,2,0,NBA,2023-12-14 00:30:00+00:00
97561,81,1,0,NBA,2023-12-14 00:30:00+00:00
97562,70,3,0,NBA,2023-12-14 01:00:00+00:00
97564,81,1,0,NBA,2023-12-14 01:00:00+00:00
97565,70,2,0,NBA,2023-12-14 02:00:00+00:00
97566,73,2,0,NBA,2023-12-14 02:00:00+00:00
97567,81,1,0,NBA,2023-12-14 02:00:00+00:00
97568,193,1,0,NBA,2023-12-14 02:00:00+00:00
97569,112,1,0,NBA,2023-12-14 03:00:00+00:00
97570,113,1,0,NBA,2023-12-14 03:20:00+00:00
