draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
142461,81,1,0,NBA,2026-02-22 18:00:00+00:00
142462,193,1,0,NBA,2026-02-22 18:00:00+00:00
142464,70,3,0,NBA,2026-02-22 20:30:00+00:00
142465,188,3,0,NBA,2026-02-22 20:30:00+00:00
142466,73,3,0,NBA,2026-02-22 20:30:00+00:00
142467,81,1,0,NBA,2026-02-22 20:30:00+00:00
142468,81,1,0,NBA,2026-02-22 22:00:00+00:00
142469,193,1,0,NBA,2026-02-22 22:00:00+00:00
142470,70,5,0,NBA,2026-02-22 23:00:00+00:00
142471,188,5,0,NBA,2026-02-22 23:00:00+00:00
142472,73,5,0,NBA,2026-02-22 23:00:00+00:00
142473,343,5,0,NBA,2026-02-22 23:00:00+00:00
142474,81,1,0,NBA,2026-02-22 23:00:00+00:00
142475,70,2,0,NBA,2026-02-22 23:30:00+00:00
142476,81,1,0,NBA,2026-02-22 23:30:00+00:00
142477,70,3,0,NBA,2026-02-23 01:00:00+00:00
142478,188,3,0,NBA,2026-02-23 01:00:00+00:00
142479,81,1,0,NBA,2026-02-23 02:00:00+00:00
142480,193,1,0,NBA,2026-02-23 02:00:00+00:00
142481,112,1,0,NBA,2026-02-23 03:00:00+00:00
