draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
125454,70,5,0,NBA,2025-04-10 23:00:00+00:00
125455,188,5,0,NBA,2025-04-10 23:00:00+00:00
125456,361,5,0,NBA,2025-04-10 23:00:00+00:00
125457,343,5,0,NBA,2025-04-10 23:00:00+00:00
125458,81,1,0,NBA,2025-04-10 23:00:00+00:00
125459,81,1,0,NBA,2025-04-10 23:30:00+00:00
125460,70,2,0,NBA,2025-04-11 00:00:00+00:00
125461,81,1,0,NBA,2025-04-11 01:30:00+00:00
125462,193,1,0,NBA,2025-04-11 01:30:00+00:00
125463,112,1,0,NBA,2025-04-11 02:30:00+00:00
