draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
119287,70,7,0,NBA,2024-12-27 00:00:00+00:00
119288,188,7,0,NBA,2024-12-27 00:00:00+00:00
119289,361,7,0,NBA,2024-12-27 00:00:00+00:00
119290,343,7,0,NBA,2024-12-27 00:00:00+00:00
119291,81,1,0,NBA,2024-12-27 00:00:00+00:00
119292,81,1,0,NBA,2024-12-27 00:30:00+00:00
119293,70,3,0,NBA,2024-12-27 01:00:00+00:00
119294,70,2,0,NBA,2024-12-27 03:00:00+00:00
119295,81,1,0,NBA,2024-12-27 03:00:00+00:00
119296,193,1,0,NBA,2024-12-27 03:00:00+00:00
119297,112,1,0,NBA,2024-12-27 04:00:00+00:00
