draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
138512,70,3,0,NBA,2025-12-09 00:00:00+00:00
138513,188,3,0,NBA,2025-12-09 00:00:00+00:00
138514,73,3,0,NBA,2025-12-09 00:00:00+00:00
138515,343,3,0,NBA,2025-12-09 00:00:00+00:00
138516,81,1,0,NBA,2025-12-09 00:00:00+00:00
138517,70,2,0,NBA,2025-12-09 00:30:00+00:00
138518,188,2,0,NBA,2025-12-09 00:30:00+00:00
138519,81,1,0,NBA,2025-12-09 01:00:00+00:00
138520,193,1,0,NBA,2025-12-09 01:00:00+00:00
138521,112,1,0,NBA,2025-12-09 02:00:00+00:00
