draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
98118,70,5,0,NBA,2023-12-25 17:00:00+00:00
98350,188,5,0,NBA,2023-12-25 17:00:00+00:00
98351,73,5,0,NBA,2023-12-25 17:00:00+00:00
98352,81,1,0,NBA,2023-12-25 17:00:00+00:00
98353,70,2,0,NBA,2023-12-25 19:30:00+00:00
98354,81,1,0,NBA,2023-12-25 19:30:00+00:00
98355,73,3,0,NBA,2023-12-25 22:00:00+00:00
98356,81,1,0,NBA,2023-12-25 22:00:00+00:00
98357,81,1,0,NBA,2023-12-26 01:00:00+00:00
98358,70,2,0,NBA,2023-12-26 01:00:00+00:00
98359,81,1,0,NBA,2023-12-26 03:30:00+00:00
98360,193,1,0,NBA,2023-12-26 03:30:00+00:00
98361,112,1,0,NBA,2023-12-26 04:30:00+00:00
98362,113,1,0,NBA,2023-12-26 04:50:00+00:00
