draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
144615,70,3,0,NBA,2026-03-28 19:00:00+00:00
144616,188,3,0,NBA,2026-03-28 19:00:00+00:00
144617,81,1,0,NBA,2026-03-28 19:00:00+00:00
144618,81,1,0,NBA,2026-03-28 21:30:00+00:00
144701,70,3,0,NBA,2026-03-28 23:30:00+00:00
144702,188,3,0,NBA,2026-03-28 23:30:00+00:00
144703,73,3,0,NBA,2026-03-28 23:30:00+00:00
144704,343,3,0,NBA,2026-03-28 23:30:00+00:00
144705,81,1,0,NBA,2026-03-28 23:30:00+00:00
144706,70,2,0,NBA,2026-03-29 00:00:00+00:00
144707,188,2,0,NBA,2026-03-29 00:00:00+00:00
144708,81,1,0,NBA,2026-03-29 02:00:00+00:00
144709,193,1,0,NBA,2026-03-29 02:00:00+00:00
144710,112,1,0,NBA,2026-03-29 03:00:00+00:00
