draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
106464,70,2,0,NBA,2024-05-10 23:00:00+00:00
106465,188,2,0,NBA,2024-05-10 23:00:00+00:00
106466,73,2,0,NBA,2024-05-10 23:00:00+00:00
106467,335,2,0,NBA,2024-05-10 23:00:00+00:00
106468,81,1,0,NBA,2024-05-10 23:00:00+00:00
106469,193,1,0,NBA,2024-05-10 23:00:00+00:00
106470,81,1,0,NBA,2024-05-11 01:30:00+00:00
106471,193,1,0,NBA,2024-05-11 01:30:00+00:00
106472,112,1,0,NBA,2024-05-11 02:30:00+00:00
106473,113,1,0,NBA,2024-05-11 02:50:00+00:00
