draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
95825,70,10,0,NBA,2023-11-15 00:00:00+00:00
95826,188,10,0,NBA,2023-11-15 00:00:00+00:00
95827,73,10,0,NBA,2023-11-15 00:00:00+00:00
95828,81,1,0,NBA,2023-11-15 00:00:00+00:00
95829,70,2,0,NBA,2023-11-15 00:30:00+00:00
95830,81,1,0,NBA,2023-11-15 00:30:00+00:00
95831,70,2,0,NBA,2023-11-15 01:00:00+00:00
95832,81,1,0,NBA,2023-11-15 02:00:00+00:00
95833,81,1,0,NBA,2023-11-15 03:00:00+00:00
95834,70,3,0,NBA,2023-11-15 03:00:00+00:00
95835,73,3,0,NBA,2023-11-15 03:00:00+00:00
95836,81,1,0,NBA,2023-11-15 03:30:00+00:00
95837,193,1,0,NBA,2023-11-15 03:30:00+00:00
95838,112,1,0,NBA,2023-11-15 04:30:00+00:00
95839,113,1,0,NBA,2023-11-15 04:50:00+00:00
