draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
94755,70,11,0,NBA,2023-10-27 23:00:00+00:00
94759,188,11,0,NBA,2023-10-27 23:00:00+00:00
94760,73,11,0,NBA,2023-10-27 23:00:00+00:00
94761,81,1,0,NBA,2023-10-27 23:00:00+00:00
94762,70,3,0,NBA,2023-10-27 23:30:00+00:00
94763,81,1,0,NBA,2023-10-27 23:30:00+00:00
94764,70,2,0,NBA,2023-10-28 00:00:00+00:00
94765,81,1,0,NBA,2023-10-28 00:00:00+00:00
94766,70,2,0,NBA,2023-10-28 00:30:00+00:00
94767,81,1,0,NBA,2023-10-28 01:30:00+00:00
94768,70,2,0,NBA,2023-10-28 02:00:00+00:00
94769,73,2,0,NBA,2023-10-28 02:00:00+00:00
94770,81,1,0,NBA,2023-10-28 02:00:00+00:00
94771,193,1,0,NBA,2023-10-28 02:00:00+00:00
94772,112,1,0,NBA,2023-10-28 03:00:00+00:00
94773,113,1,0,NBA,2023-10-28 03:20:00+00:00
