draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83160,70,10,0,NBA,2023-03-04 00:00:00+00:00
83161,188,10,0,NBA,2023-03-04 00:00:00+00:00
83162,73,10,0,NBA,2023-03-04 00:00:00+00:00
83163,81,1,0,NBA,2023-03-04 00:00:00+00:00
83164,70,2,0,NBA,2023-03-04 00:30:00+00:00
83165,81,1,0,NBA,2023-03-04 00:30:00+00:00
83166,70,3,0,NBA,2023-03-04 01:00:00+00:00
83167,81,1,0,NBA,2023-03-04 01:00:00+00:00
83168,70,4,0,NBA,2023-03-04 03:00:00+00:00
83169,73,4,0,NBA,2023-03-04 03:00:00+00:00
83170,81,1,0,NBA,2023-03-04 03:30:00+00:00
83171,193,1,0,NBA,2023-03-04 03:30:00+00:00
83172,112,1,0,NBA,2023-03-04 04:30:00+00:00
83173,113,1,0,NBA,2023-03-04 04:50:00+00:00
83253,81,1,0,NBA,2023-03-04 03:00:00+00:00
