draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
100731,70,2,0,NBA,2024-02-10 20:00:00+00:00
100732,188,2,0,NBA,2024-02-10 20:00:00+00:00
100734,81,1,0,NBA,2024-02-10 20:00:00+00:00
100735,81,1,0,NBA,2024-02-10 20:30:00+00:00
100736,81,1,0,NBA,2024-02-10 23:00:00+00:00
100737,193,1,0,NBA,2024-02-10 23:00:00+00:00
100738,70,7,0,NBA,2024-02-11 00:00:00+00:00
100739,188,7,0,NBA,2024-02-11 00:00:00+00:00
100740,73,7,0,NBA,2024-02-11 00:00:00+00:00
100741,81,1,0,NBA,2024-02-11 00:00:00+00:00
100742,70,3,0,NBA,2024-02-11 00:30:00+00:00
100743,81,1,0,NBA,2024-02-11 00:30:00+00:00
100744,81,1,0,NBA,2024-02-11 01:30:00+00:00
100745,70,2,0,NBA,2024-02-11 01:30:00+00:00
100746,81,1,0,NBA,2024-02-11 03:00:00+00:00
100747,193,1,0,NBA,2024-02-11 03:00:00+00:00
100748,112,1,0,NBA,2024-02-11 04:00:00+00:00
100749,113,1,0,NBA,2024-02-11 04:20:00+00:00
100799,73,2,0,NBA,2024-02-10 20:00:00+00:00
