draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
136893,70,6,0,NBA,2025-11-09 00:00:00+00:00
136894,188,6,0,NBA,2025-11-09 00:00:00+00:00
136895,73,6,0,NBA,2025-11-09 00:00:00+00:00
136896,343,6,0,NBA,2025-11-09 00:00:00+00:00
136897,81,1,0,NBA,2025-11-09 00:00:00+00:00
136898,81,1,0,NBA,2025-11-09 00:30:00+00:00
136899,70,3,0,NBA,2025-11-09 01:00:00+00:00
136900,70,2,0,NBA,2025-11-09 02:00:00+00:00
136901,188,2,0,NBA,2025-11-09 02:00:00+00:00
136902,81,1,0,NBA,2025-11-09 03:30:00+00:00
136903,193,1,0,NBA,2025-11-09 03:30:00+00:00
136904,112,1,0,NBA,2025-11-09 04:30:00+00:00
136927,81,1,0,NBA,2025-11-09 01:00:00+00:00
