draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
95941,70,8,0,NBA,2023-11-16 00:00:00+00:00
95942,188,8,0,NBA,2023-11-16 00:00:00+00:00
95943,73,8,0,NBA,2023-11-16 00:00:00+00:00
95944,81,1,0,NBA,2023-11-16 00:00:00+00:00
95945,70,3,0,NBA,2023-11-16 00:30:00+00:00
95946,81,1,0,NBA,2023-11-16 00:30:00+00:00
95947,70,2,0,NBA,2023-11-16 01:00:00+00:00
95948,81,1,0,NBA,2023-11-16 02:00:00+00:00
95949,70,2,0,NBA,2023-11-16 03:00:00+00:00
95950,73,2,0,NBA,2023-11-16 03:00:00+00:00
95951,81,1,0,NBA,2023-11-16 03:00:00+00:00
95952,193,1,0,NBA,2023-11-16 03:00:00+00:00
95953,112,1,0,NBA,2023-11-16 04:00:00+00:00
95954,113,1,0,NBA,2023-11-16 04:20:00+00:00
