draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
106307,81,1,0,NBA,2024-05-15 00:00:00+00:00
106308,37,4,0,NBA,2024-05-14 23:00:00+00:00
106636,70,2,0,NBA,2024-05-15 00:00:00+00:00
106638,73,2,0,NBA,2024-05-15 00:00:00+00:00
106639,188,2,0,NBA,2024-05-15 00:00:00+00:00
106640,335,2,0,NBA,2024-05-15 00:00:00+00:00
106641,81,1,0,NBA,2024-05-15 00:00:00+00:00
106642,193,1,0,NBA,2024-05-15 00:00:00+00:00
106643,81,1,0,NBA,2024-05-15 02:30:00+00:00
106644,193,1,0,NBA,2024-05-15 02:30:00+00:00
106645,112,1,0,NBA,2024-05-15 03:30:00+00:00
106646,113,1,0,NBA,2024-05-15 03:50:00+00:00
106647,335,1,0,NBA,2024-05-15 02:30:00+00:00
106732,335,4,0,NBA,2024-05-14 23:00:00+00:00
