draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
139735,70,7,0,NBA,2026-01-03 00:00:00+00:00
139736,188,7,0,NBA,2026-01-03 00:00:00+00:00
139740,73,7,0,NBA,2026-01-03 00:00:00+00:00
139741,343,7,0,NBA,2026-01-03 00:00:00+00:00
139742,81,1,0,NBA,2026-01-03 00:00:00+00:00
139743,70,2,0,NBA,2026-01-03 00:30:00+00:00
139744,81,1,0,NBA,2026-01-03 00:30:00+00:00
139745,70,3,0,NBA,2026-01-03 01:00:00+00:00
139746,81,1,0,NBA,2026-01-03 02:00:00+00:00
139747,81,1,0,NBA,2026-01-03 03:00:00+00:00
139748,70,2,0,NBA,2026-01-03 03:00:00+00:00
139749,73,2,0,NBA,2026-01-03 03:00:00+00:00
139750,188,2,0,NBA,2026-01-03 03:00:00+00:00
139751,81,1,0,NBA,2026-01-03 03:30:00+00:00
139752,193,1,0,NBA,2026-01-03 03:30:00+00:00
139753,112,1,0,NBA,2026-01-03 04:30:00+00:00
