draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
96129,70,8,0,NBA,2023-11-21 00:00:00+00:00
96130,188,8,0,NBA,2023-11-21 00:00:00+00:00
96131,73,8,0,NBA,2023-11-21 00:00:00+00:00
96132,81,1,0,NBA,2023-11-21 00:00:00+00:00
96134,70,5,0,NBA,2023-11-21 01:00:00+00:00
96135,81,1,0,NBA,2023-11-21 03:00:00+00:00
96136,193,1,0,NBA,2023-11-21 03:00:00+00:00
96137,112,1,0,NBA,2023-11-21 04:00:00+00:00
96138,113,1,0,NBA,2023-11-21 04:20:00+00:00
96332,81,1,0,NBA,2023-11-21 01:00:00+00:00
