draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
85650,70,4,0,NBA,2023-04-16 19:00:00+00:00
85794,188,4,0,NBA,2023-04-16 19:00:00+00:00
85795,73,4,0,NBA,2023-04-16 19:00:00+00:00
85796,81,1,0,NBA,2023-04-16 19:00:00+00:00
85797,193,1,0,NBA,2023-04-16 19:00:00+00:00
85798,81,1,0,NBA,2023-04-16 21:30:00+00:00
85799,193,1,0,NBA,2023-04-16 21:30:00+00:00
85800,81,1,0,NBA,2023-04-17 00:00:00+00:00
85801,193,1,0,NBA,2023-04-17 00:00:00+00:00
85802,70,2,0,NBA,2023-04-17 00:00:00+00:00
85803,73,2,0,NBA,2023-04-17 00:00:00+00:00
85804,81,1,0,NBA,2023-04-17 02:30:00+00:00
85805,193,1,0,NBA,2023-04-17 02:30:00+00:00
85806,112,1,0,NBA,2023-04-17 03:30:00+00:00
85807,113,1,0,NBA,2023-04-17 03:50:00+00:00
85808,137,7,0,NBA,2023-04-16 21:30:00+00:00
