draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
96862,70,9,0,NBA,2023-12-01 00:00:00+00:00
96863,188,9,0,NBA,2023-12-01 00:00:00+00:00
96864,73,9,0,NBA,2023-12-01 00:00:00+00:00
96865,81,1,0,NBA,2023-12-01 00:00:00+00:00
96866,81,1,0,NBA,2023-12-01 00:30:00+00:00
96867,70,5,0,NBA,2023-12-01 01:00:00+00:00
96868,81,1,0,NBA,2023-12-01 03:00:00+00:00
96869,193,1,0,NBA,2023-12-01 03:00:00+00:00
96870,112,1,0,NBA,2023-12-01 04:00:00+00:00
96871,113,1,0,NBA,2023-12-01 04:21:00+00:00
96940,70,3,0,NBA,2023-12-01 00:30:00+00:00
