draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
101938,70,2,0,NBA,2024-03-02 20:00:00+00:00
101939,188,2,0,NBA,2024-03-02 20:00:00+00:00
101940,73,2,0,NBA,2024-03-02 20:00:00+00:00
101941,81,1,0,NBA,2024-03-02 20:00:00+00:00
101942,81,1,0,NBA,2024-03-02 22:00:00+00:00
101943,193,1,0,NBA,2024-03-02 22:00:00+00:00
101944,70,3,0,NBA,2024-03-03 01:00:00+00:00
101945,188,3,0,NBA,2024-03-03 01:00:00+00:00
101946,73,3,0,NBA,2024-03-03 01:00:00+00:00
101947,81,1,0,NBA,2024-03-03 01:00:00+00:00
101948,81,1,0,NBA,2024-03-03 01:30:00+00:00
101949,70,2,0,NBA,2024-03-03 01:30:00+00:00
101950,81,1,0,NBA,2024-03-03 02:00:00+00:00
101951,193,1,0,NBA,2024-03-03 02:00:00+00:00
101952,112,1,0,NBA,2024-03-03 03:00:00+00:00
101953,113,1,0,NBA,2024-03-03 03:20:00+00:00
