draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
138817,70,2,0,NBA,2025-12-14 20:00:00+00:00
138819,188,2,0,NBA,2025-12-14 20:00:00+00:00
138820,81,1,0,NBA,2025-12-14 20:30:00+00:00
138821,70,4,0,NBA,2025-12-14 23:00:00+00:00
138822,188,4,0,NBA,2025-12-14 23:00:00+00:00
138823,73,4,0,NBA,2025-12-14 23:00:00+00:00
138833,343,4,0,NBA,2025-12-14 23:00:00+00:00
138837,70,2,0,NBA,2025-12-15 01:00:00+00:00
138838,81,1,0,NBA,2025-12-14 23:00:00+00:00
138839,70,2,0,NBA,2025-12-15 00:00:00+00:00
138840,188,2,0,NBA,2025-12-15 01:00:00+00:00
138842,81,1,0,NBA,2025-12-15 02:00:00+00:00
138846,193,1,0,NBA,2025-12-15 02:00:00+00:00
138848,112,1,0,NBA,2025-12-15 03:00:00+00:00
