draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
95220,70,7,0,NBA,2023-11-03 23:00:00+00:00
95221,188,7,0,NBA,2023-11-03 23:00:00+00:00
95222,73,7,0,NBA,2023-11-03 23:00:00+00:00
95223,81,1,0,NBA,2023-11-03 23:00:00+00:00
95224,81,1,0,NBA,2023-11-03 23:30:00+00:00
95225,70,3,0,NBA,2023-11-04 00:00:00+00:00
95226,81,1,0,NBA,2023-11-04 00:00:00+00:00
95227,70,2,0,NBA,2023-11-04 02:00:00+00:00
95228,73,2,0,NBA,2023-11-04 02:00:00+00:00
95229,81,1,0,NBA,2023-11-04 02:00:00+00:00
95230,193,1,0,NBA,2023-11-04 02:00:00+00:00
95231,112,1,0,NBA,2023-11-04 03:00:00+00:00
95232,113,1,0,NBA,2023-11-04 03:20:00+00:00
