draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
143756,70,5,0,NBA,2026-03-13 23:30:00+00:00
143757,188,5,0,NBA,2026-03-13 23:30:00+00:00
143758,73,5,0,NBA,2026-03-13 23:30:00+00:00
143759,343,5,0,NBA,2026-03-13 23:30:00+00:00
143760,81,1,0,NBA,2026-03-13 23:30:00+00:00
143761,81,1,0,NBA,2026-03-14 00:00:00+00:00
143762,81,1,0,NBA,2026-03-14 02:00:00+00:00
143763,70,3,0,NBA,2026-03-14 02:00:00+00:00
143765,188,3,0,NBA,2026-03-14 02:00:00+00:00
143766,81,1,0,NBA,2026-03-14 02:30:00+00:00
143767,193,1,0,NBA,2026-03-14 02:30:00+00:00
143768,112,1,0,NBA,2026-03-14 03:30:00+00:00
