draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
84517,70,10,0,NBA,2023-03-29 23:00:00+00:00
84769,188,10,0,NBA,2023-03-29 23:00:00+00:00
84770,73,10,0,NBA,2023-03-29 23:00:00+00:00
84771,81,1,0,NBA,2023-03-29 23:00:00+00:00
84772,70,3,0,NBA,2023-03-29 23:30:00+00:00
84773,81,1,0,NBA,2023-03-29 23:30:00+00:00
84774,70,4,0,NBA,2023-03-30 00:00:00+00:00
84775,81,1,0,NBA,2023-03-30 00:00:00+00:00
84776,70,2,0,NBA,2023-03-30 02:00:00+00:00
84777,73,2,0,NBA,2023-03-30 02:00:00+00:00
84778,81,1,0,NBA,2023-03-30 02:00:00+00:00
84779,193,1,0,NBA,2023-03-30 02:00:00+00:00
84780,112,1,0,NBA,2023-03-30 03:00:00+00:00
84781,113,1,0,NBA,2023-03-30 03:20:00+00:00
