draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
144037,70,8,0,NBA,2026-03-18 23:00:00+00:00
144038,188,8,0,NBA,2026-03-18 23:00:00+00:00
144039,73,8,0,NBA,2026-03-18 23:00:00+00:00
144040,343,8,0,NBA,2026-03-18 23:00:00+00:00
144041,81,1,0,NBA,2026-03-18 23:00:00+00:00
144042,70,2,0,NBA,2026-03-18 23:30:00+00:00
144043,81,1,0,NBA,2026-03-18 23:30:00+00:00
144044,70,3,0,NBA,2026-03-19 00:00:00+00:00
144045,81,1,0,NBA,2026-03-19 00:00:00+00:00
144046,70,3,0,NBA,2026-03-19 00:30:00+00:00
144047,188,3,0,NBA,2026-03-19 00:30:00+00:00
144048,81,1,0,NBA,2026-03-19 01:30:00+00:00
144049,193,1,0,NBA,2026-03-19 01:30:00+00:00
144050,112,1,0,NBA,2026-03-19 02:30:00+00:00
