draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
119086,70,11,0,NBA,2024-12-24 00:00:00+00:00
119087,188,11,0,NBA,2024-12-24 00:00:00+00:00
119088,361,11,0,NBA,2024-12-24 00:00:00+00:00
119089,343,11,0,NBA,2024-12-24 00:00:00+00:00
119090,81,1,0,NBA,2024-12-24 00:00:00+00:00
119155,70,3,0,NBA,2024-12-24 00:30:00+00:00
119156,70,3,0,NBA,2024-12-24 01:00:00+00:00
119157,81,1,0,NBA,2024-12-24 01:30:00+00:00
119158,70,3,0,NBA,2024-12-24 03:00:00+00:00
119159,81,1,0,NBA,2024-12-24 03:30:00+00:00
119160,193,1,0,NBA,2024-12-24 03:30:00+00:00
119161,112,1,0,NBA,2024-12-24 04:30:00+00:00
