draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
138923,70,4,0,NBA,2025-12-16 00:00:00+00:00
138924,188,4,0,NBA,2025-12-16 00:00:00+00:00
138925,73,4,0,NBA,2025-12-16 00:00:00+00:00
138926,343,4,0,NBA,2025-12-16 00:00:00+00:00
138927,81,1,0,NBA,2025-12-16 00:00:00+00:00
138928,70,2,0,NBA,2025-12-16 00:30:00+00:00
138929,81,1,0,NBA,2025-12-16 02:30:00+00:00
138930,70,2,0,NBA,2025-12-16 02:30:00+00:00
138931,188,2,0,NBA,2025-12-16 02:30:00+00:00
138932,81,1,0,NBA,2025-12-16 03:30:00+00:00
138933,193,1,0,NBA,2025-12-16 03:30:00+00:00
138934,112,1,0,NBA,2025-12-16 04:30:00+00:00
