draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
119360,70,2,0,NBA,2024-12-28 20:00:00+00:00
119361,188,2,0,NBA,2024-12-28 20:00:00+00:00
119362,81,1,0,NBA,2024-12-28 20:00:00+00:00
119363,81,1,0,NBA,2024-12-28 23:00:00+00:00
119364,70,7,0,NBA,2024-12-29 00:00:00+00:00
119365,188,7,0,NBA,2024-12-29 00:00:00+00:00
119366,361,7,0,NBA,2024-12-29 00:00:00+00:00
119367,343,7,0,NBA,2024-12-29 00:00:00+00:00
119368,81,1,0,NBA,2024-12-29 00:00:00+00:00
119369,70,2,0,NBA,2024-12-29 01:00:00+00:00
119370,81,1,0,NBA,2024-12-29 01:30:00+00:00
119371,70,2,0,NBA,2024-12-29 02:00:00+00:00
119372,70,2,0,NBA,2024-12-29 03:00:00+00:00
119373,81,1,0,NBA,2024-12-29 03:30:00+00:00
119374,193,1,0,NBA,2024-12-29 03:30:00+00:00
119375,112,1,0,NBA,2024-12-29 04:30:00+00:00
