draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
99301,81,1,0,NBA,2024-01-14 20:30:00+00:00
99302,193,1,0,NBA,2024-01-14 20:30:00+00:00
99303,70,4,0,NBA,2024-01-14 23:00:00+00:00
99304,188,4,0,NBA,2024-01-14 23:00:00+00:00
99305,73,4,0,NBA,2024-01-14 23:00:00+00:00
99306,81,1,0,NBA,2024-01-14 23:00:00+00:00
99307,70,3,0,NBA,2024-01-15 00:00:00+00:00
99308,81,1,0,NBA,2024-01-15 02:00:00+00:00
99309,193,1,0,NBA,2024-01-15 02:00:00+00:00
99310,112,1,0,NBA,2024-01-15 03:00:00+00:00
99311,113,1,0,NBA,2024-01-15 03:20:00+00:00
