draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
123506,70,4,0,NBA,2025-03-11 23:00:00+00:00
123507,188,4,0,NBA,2025-03-11 23:00:00+00:00
123508,361,4,0,NBA,2025-03-11 23:00:00+00:00
123509,343,4,0,NBA,2025-03-11 23:00:00+00:00
123510,81,1,0,NBA,2025-03-11 23:00:00+00:00
123511,81,1,0,NBA,2025-03-11 23:30:00+00:00
123512,70,2,0,NBA,2025-03-11 23:30:00+00:00
123513,81,1,0,NBA,2025-03-12 00:00:00+00:00
123514,193,1,0,NBA,2025-03-12 00:00:00+00:00
123515,112,1,0,NBA,2025-03-12 01:00:00+00:00
