draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
100427,70,2,0,NBA,2024-02-04 20:00:00+00:00
100428,188,2,0,NBA,2024-02-04 20:00:00+00:00
100429,73,2,0,NBA,2024-02-04 20:00:00+00:00
100430,81,1,0,NBA,2024-02-04 20:00:00+00:00
100431,81,1,0,NBA,2024-02-04 20:30:00+00:00
100432,70,7,0,NBA,2024-02-04 23:00:00+00:00
100433,188,7,0,NBA,2024-02-04 23:00:00+00:00
100434,73,7,0,NBA,2024-02-04 23:00:00+00:00
100435,81,1,0,NBA,2024-02-04 23:00:00+00:00
100436,70,2,0,NBA,2024-02-05 00:00:00+00:00
100437,81,1,0,NBA,2024-02-05 00:00:00+00:00
100438,70,2,0,NBA,2024-02-05 01:00:00+00:00
100439,81,1,0,NBA,2024-02-05 01:30:00+00:00
100440,193,1,0,NBA,2024-02-05 01:30:00+00:00
100441,112,1,0,NBA,2024-02-05 02:30:00+00:00
100442,113,1,0,NBA,2024-02-05 02:50:00+00:00
