draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
117666,70,2,0,NBA,2024-11-24 20:30:00+00:00
117667,188,2,0,NBA,2024-11-24 20:30:00+00:00
117668,81,1,0,NBA,2024-11-24 20:30:00+00:00
117669,193,1,0,NBA,2024-11-24 20:30:00+00:00
117670,81,1,0,NBA,2024-11-24 22:00:00+00:00
117671,193,1,0,NBA,2024-11-24 22:00:00+00:00
117672,70,4,0,NBA,2024-11-24 23:00:00+00:00
117673,188,4,0,NBA,2024-11-24 23:00:00+00:00
117674,361,4,0,NBA,2024-11-24 23:00:00+00:00
117675,343,4,0,NBA,2024-11-24 23:00:00+00:00
117676,81,1,0,NBA,2024-11-24 23:00:00+00:00
117677,70,2,0,NBA,2024-11-25 00:30:00+00:00
117678,81,1,0,NBA,2024-11-25 02:00:00+00:00
117679,193,1,0,NBA,2024-11-25 02:00:00+00:00
117680,112,1,0,NBA,2024-11-25 03:00:00+00:00
