draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
133722,70,12,0,NBA,2025-10-22 23:00:00+00:00
135816,188,12,0,NBA,2025-10-22 23:00:00+00:00
135817,73,12,0,NBA,2025-10-22 23:00:00+00:00
135818,343,12,0,NBA,2025-10-22 23:00:00+00:00
135819,81,1,0,NBA,2025-10-22 23:00:00+00:00
135820,70,2,0,NBA,2025-10-22 23:30:00+00:00
135821,70,3,0,NBA,2025-10-23 00:00:00+00:00
135822,70,2,0,NBA,2025-10-23 01:00:00+00:00
135823,81,1,0,NBA,2025-10-23 01:30:00+00:00
135824,70,2,0,NBA,2025-10-23 02:00:00+00:00
135825,73,2,0,NBA,2025-10-23 02:00:00+00:00
135826,81,1,0,NBA,2025-10-23 02:00:00+00:00
135827,193,1,0,NBA,2025-10-23 02:00:00+00:00
135828,112,1,0,NBA,2025-10-23 03:00:00+00:00
135901,81,1,0,NBA,2025-10-22 23:30:00+00:00
