draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
103963,70,10,0,NBA,2024-04-05 23:00:00+00:00
104125,188,10,0,NBA,2024-04-05 23:00:00+00:00
104126,73,10,0,NBA,2024-04-05 23:00:00+00:00
104127,81,1,0,NBA,2024-04-05 23:00:00+00:00
104128,81,1,0,NBA,2024-04-05 23:30:00+00:00
104129,70,5,0,NBA,2024-04-06 00:00:00+00:00
104130,81,1,0,NBA,2024-04-06 00:00:00+00:00
104131,81,1,0,NBA,2024-04-06 00:30:00+00:00
104132,81,1,0,NBA,2024-04-06 02:00:00+00:00
104133,70,2,0,NBA,2024-04-06 02:00:00+00:00
104134,73,2,0,NBA,2024-04-06 02:00:00+00:00
104135,81,1,0,NBA,2024-04-06 02:30:00+00:00
104136,193,1,0,NBA,2024-04-06 02:30:00+00:00
104137,112,1,0,NBA,2024-04-06 03:30:00+00:00
104138,113,1,0,NBA,2024-04-06 03:50:00+00:00
