draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82989,81,1,0,NBA,2023-02-26 18:00:00+00:00
82990,193,1,0,NBA,2023-02-26 18:00:00+00:00
82994,81,1,0,NBA,2023-02-26 20:00:00+00:00
82991,70,3,0,NBA,2023-02-26 20:00:00+00:00
82992,188,3,0,NBA,2023-02-26 20:00:00+00:00
82993,73,3,0,NBA,2023-02-26 20:00:00+00:00
82995,81,1,0,NBA,2023-02-26 20:30:00+00:00
82999,81,1,0,NBA,2023-02-26 23:00:00+00:00
82996,70,5,0,NBA,2023-02-26 23:00:00+00:00
82997,188,5,0,NBA,2023-02-26 23:00:00+00:00
82998,73,5,0,NBA,2023-02-26 23:00:00+00:00
83000,70,2,0,NBA,2023-02-27 00:00:00+00:00
83001,81,1,0,NBA,2023-02-27 00:30:00+00:00
83002,70,2,0,NBA,2023-02-27 02:00:00+00:00
83003,73,2,0,NBA,2023-02-27 02:00:00+00:00
83004,81,1,0,NBA,2023-02-27 03:00:00+00:00
83005,193,1,0,NBA,2023-02-27 03:00:00+00:00
83006,112,1,0,NBA,2023-02-27 04:00:00+00:00
83007,113,1,0,NBA,2023-02-27 04:20:00+00:00
