draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
85974,70,3,0,NBA,2023-04-20 23:30:00+00:00
85975,188,3,0,NBA,2023-04-20 23:30:00+00:00
85976,73,3,0,NBA,2023-04-20 23:30:00+00:00
85980,81,1,0,NBA,2023-04-20 23:30:00+00:00
85981,193,1,0,NBA,2023-04-20 23:30:00+00:00
85982,81,1,0,NBA,2023-04-21 02:00:00+00:00
85983,193,1,0,NBA,2023-04-21 02:00:00+00:00
85984,70,2,0,NBA,2023-04-21 02:00:00+00:00
85985,73,2,0,NBA,2023-04-21 02:00:00+00:00
85986,81,1,0,NBA,2023-04-21 02:30:00+00:00
85987,193,1,0,NBA,2023-04-21 02:30:00+00:00
85988,112,1,0,NBA,2023-04-21 03:30:00+00:00
85989,113,1,0,NBA,2023-04-21 03:50:00+00:00
