draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83937,81,1,0,NBA,2023-03-16 23:00:00+00:00
83934,70,5,0,NBA,2023-03-16 23:00:00+00:00
83935,188,5,0,NBA,2023-03-16 23:00:00+00:00
83936,73,5,0,NBA,2023-03-16 23:00:00+00:00
83939,81,1,0,NBA,2023-03-16 23:30:00+00:00
83938,70,2,0,NBA,2023-03-16 23:30:00+00:00
83940,70,2,0,NBA,2023-03-17 00:00:00+00:00
83941,81,1,0,NBA,2023-03-17 02:00:00+00:00
83942,193,1,0,NBA,2023-03-17 02:00:00+00:00
83943,112,1,0,NBA,2023-03-17 03:00:00+00:00
83944,113,1,0,NBA,2023-03-17 03:20:00+00:00
