draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
84336,70,10,0,NBA,2023-03-22 23:00:00+00:00
84337,188,10,0,NBA,2023-03-22 23:00:00+00:00
84338,73,10,0,NBA,2023-03-22 23:00:00+00:00
84339,81,1,0,NBA,2023-03-22 23:00:00+00:00
84340,70,3,0,NBA,2023-03-22 23:30:00+00:00
84341,81,1,0,NBA,2023-03-22 23:30:00+00:00
84342,70,4,0,NBA,2023-03-23 00:00:00+00:00
84343,81,1,0,NBA,2023-03-23 00:00:00+00:00
84344,70,2,0,NBA,2023-03-23 01:00:00+00:00
84345,73,2,0,NBA,2023-03-23 01:00:00+00:00
84346,81,1,0,NBA,2023-03-23 02:00:00+00:00
84347,193,1,0,NBA,2023-03-23 02:00:00+00:00
84348,112,1,0,NBA,2023-03-23 03:00:00+00:00
84349,113,1,0,NBA,2023-03-23 03:20:00+00:00
