draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83254,81,1,0,NBA,2023-03-04 22:00:00+00:00
83255,193,1,0,NBA,2023-03-04 22:00:00+00:00
83259,81,1,0,NBA,2023-03-05 00:30:00+00:00
83256,70,5,0,NBA,2023-03-05 00:30:00+00:00
83257,188,5,0,NBA,2023-03-05 00:30:00+00:00
83258,73,5,0,NBA,2023-03-05 00:30:00+00:00
83261,81,1,0,NBA,2023-03-05 01:00:00+00:00
83260,70,2,0,NBA,2023-03-05 01:00:00+00:00
83372,81,1,0,NBA,2023-03-05 01:30:00+00:00
83262,70,2,0,NBA,2023-03-05 01:30:00+00:00
83263,81,1,0,NBA,2023-03-05 03:00:00+00:00
83264,193,1,0,NBA,2023-03-05 03:00:00+00:00
83265,112,1,0,NBA,2023-03-05 04:00:00+00:00
83266,113,1,0,NBA,2023-03-05 04:20:00+00:00
