draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82820,70,10,0,NBA,2023-03-01 00:30:00+00:00
83021,188,10,0,NBA,2023-03-01 00:30:00+00:00
83022,73,10,0,NBA,2023-03-01 00:30:00+00:00
83023,81,1,0,NBA,2023-03-01 00:30:00+00:00
83024,70,2,0,NBA,2023-03-01 01:00:00+00:00
83025,81,1,0,NBA,2023-03-01 01:00:00+00:00
83026,70,2,0,NBA,2023-03-01 01:30:00+00:00
83027,81,1,0,NBA,2023-03-01 02:00:00+00:00
83028,70,2,0,NBA,2023-03-01 03:00:00+00:00
83029,73,2,0,NBA,2023-03-01 03:00:00+00:00
83030,81,1,0,NBA,2023-03-01 03:00:00+00:00
83031,193,1,0,NBA,2023-03-01 03:00:00+00:00
83032,112,1,0,NBA,2023-03-01 04:00:00+00:00
83033,113,1,0,NBA,2023-03-01 04:20:00+00:00
