draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83829,81,1,0,NBA,2023-03-13 23:00:00+00:00
83826,70,7,0,NBA,2023-03-13 23:00:00+00:00
83827,188,7,0,NBA,2023-03-13 23:00:00+00:00
83828,73,7,0,NBA,2023-03-13 23:00:00+00:00
83831,81,1,0,NBA,2023-03-13 23:30:00+00:00
83830,70,3,0,NBA,2023-03-13 23:30:00+00:00
83832,81,1,0,NBA,2023-03-14 00:00:00+00:00
83835,81,1,0,NBA,2023-03-14 02:00:00+00:00
83836,193,1,0,NBA,2023-03-14 02:00:00+00:00
83833,70,2,0,NBA,2023-03-14 02:00:00+00:00
83834,73,2,0,NBA,2023-03-14 02:00:00+00:00
83837,112,1,0,NBA,2023-03-14 03:00:00+00:00
83838,113,1,0,NBA,2023-03-14 03:20:00+00:00
