draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83842,81,1,0,NBA,2023-03-14 23:00:00+00:00
83839,70,8,0,NBA,2023-03-14 23:00:00+00:00
83840,188,8,0,NBA,2023-03-14 23:00:00+00:00
83841,73,8,0,NBA,2023-03-14 23:00:00+00:00
83843,81,1,0,NBA,2023-03-14 23:30:00+00:00
83845,81,1,0,NBA,2023-03-15 00:00:00+00:00
83844,70,3,0,NBA,2023-03-15 00:00:00+00:00
83848,81,1,0,NBA,2023-03-15 02:00:00+00:00
83850,193,1,0,NBA,2023-03-15 02:00:00+00:00
83846,70,2,0,NBA,2023-03-15 02:00:00+00:00
83847,73,2,0,NBA,2023-03-15 02:00:00+00:00
83851,112,1,0,NBA,2023-03-15 03:00:00+00:00
83852,113,1,0,NBA,2023-03-15 03:20:00+00:00
